"PC1","PC2","group","name","Filename","Cell","Type","Condition","Comparison","TypeII","sizeFactor","Sample"
-33.3494148951328,4.60095434921968,"Control:WI_38","SRR9016167","SRR9016167","WI_38","EV","Control","6","Control",1.2744677761556,"SRR9016167"
-35.8718672996416,-4.32066407504782,"Control:WI_38","SRR9016168","SRR9016168","WI_38","EV","Control","6","Control",0.955050851812154,"SRR9016168"
35.5754533795998,4.0834087043968,"Senescent:WI_38","SRR9016169","SRR9016169","WI_38","HRAS","Senescent","6","HRAS",1.02008373578785,"SRR9016169"
33.6458288151745,-4.36369897856866,"Senescent:WI_38","SRR9016170","SRR9016170","WI_38","HRAS","Senescent","6","HRAS",0.851748936078004,"SRR9016170"
