"PC1","PC2","group","name","Filename","Cell","Type","Condition","Comparison","TypeII","sizeFactor","Sample"
-25.6606058036536,0.488532294771533,"Control:WI_38","SRR9016175","SRR9016175","WI_38","IR_minus","Control","7","Control",1.13012077605933,"SRR9016175"
-26.2931147101798,-0.753367524118347,"Control:WI_38","SRR9016176","SRR9016176","WI_38","IR_minus","Control","7","Control",0.920634751808097,"SRR9016176"
24.6001106854654,5.27203491668356,"Senescent:WI_38","SRR9016177","SRR9016177","WI_38","IR","Senescent","7","IR",0.925615978106437,"SRR9016177"
27.3536098283679,-5.00719968733674,"Senescent:WI_38","SRR9016178","SRR9016178","WI_38","IR","Senescent","7","IR",1.10756470395188,"SRR9016178"
