"Gene_stable_ID","Gene_name","Gene_description","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000169213","RAB3B","RAB3B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9778]",21242.8705727101,4.0736286587717,0.0753364319369021,54.0724926046878,0,0
"ENSG00000183508","TENT5C","terminal nucleotidyltransferase 5C [Source:HGNC Symbol;Acc:HGNC:24712]",2718.50633574321,5.06329745623874,0.129989052941177,38.9517220233154,0,0
"ENSG00000117586","TNFSF4","TNF superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:11934]",3772.99849532195,5.16487110604848,0.121239208738537,42.6006665647825,0,0
"ENSG00000117114","ADGRL2","adhesion G protein-coupled receptor L2 [Source:HGNC Symbol;Acc:HGNC:18582]",6302.89925412626,-3.87293261813316,0.0991348107874868,-39.0673325279804,0,0
"ENSG00000073756","PTGS2","prostaglandin-endoperoxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:9605]",4236.4495801535,-5.46161745500314,0.127478209207486,-42.8435376442551,0,0
"ENSG00000153904","DDAH1","dimethylarginine dimethylaminohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:2715]",5271.06171754933,3.34131995851943,0.0852277763616963,39.2045891745348,0,0
"ENSG00000132688","NES","nestin [Source:HGNC Symbol;Acc:HGNC:7756]",11414.4347839478,3.0960200164207,0.0792896553756389,39.0469601835592,0,0
"ENSG00000150938","CRIM1","cysteine rich transmembrane BMP regulator 1 [Source:HGNC Symbol;Acc:HGNC:2359]",32628.9506662395,3.06517482286604,0.0718394728680344,42.6670004733556,0,0
"ENSG00000173559","NABP1","nucleic acid binding protein 1 [Source:HGNC Symbol;Acc:HGNC:26232]",30163.5880872752,3.58169667547262,0.0874358467751975,40.9637100522554,0,0
"ENSG00000091409","ITGA6","integrin subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:6142]",6046.08737935839,3.72859534628116,0.0911272994964199,40.9163375507209,0,0
"ENSG00000057019","DCBLD2","discoidin, CUB and LCCL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24627]",36461.3081192307,3.38052532260028,0.0745756230269031,45.3301653461315,0,0
"ENSG00000079257","LXN","latexin [Source:HGNC Symbol;Acc:HGNC:13347]",6204.72557775468,-3.4849145100638,0.0897175017923679,-38.8431960369214,0,0
