"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","ID","Description","p.adjust","setSize"
"GO:0051894",0.86038961038961,0.915848847122267,0.0760837160951725,0.257323941190682,0.763902574977963,28,"EPB41L5;LIMS1;TSC1;PTPRJ","GO:0051894","positive regulation of focal adhesion assembly",0.915848847122267,28
"GO:0035020",0.8609375,0.915961200468684,0.0412376090540065,-0.328396780222312,-0.676148244070304,10,"CRK;ARF6;KBTBD6","GO:0035020","regulation of Rac protein signal transduction",0.915961200468684,10
"GO:0030902",0.8625,0.917232751277683,0.0411544018789903,-0.326338001180912,-0.671909347961673,10,"ALDH1A2;KDM2B","GO:0030902","hindbrain development",0.917232751277683,10
"GO:0048468",0.863057324840764,0.917434712697909,0.0749278818393739,0.25788920852004,0.747043244586669,23,"ARID5B;BMP6;NOTCH4;ERCC1;CYB5R4;MAF;PEX5","GO:0048468","cell development",0.917434712697909,23
"GO:0090128",0.863905325443787,0.917945360694952,0.0711327399327894,0.28328781092549,0.697470145969194,13,"CNTNAP1;CLSTN1;DISC1;RELN","GO:0090128","regulation of synapse maturation",0.917945360694952,13
"GO:0044794",0.865013774104683,0.918613029043953,0.0675188953767744,0.285016410610459,0.692754776130943,12,"IGF2R;APOE","GO:0044794","host-mediated activation of viral process",0.918613029043953,12
"GO:0045618",0.865269461077844,0.918613029043953,0.0716527366829457,0.272436118205617,0.706358641986921,15,"PRKCH;PLAAT4;NOTCH1;NUMA1","GO:0045618","positive regulation of keratinocyte differentiation",0.918613029043953,15
"GO:0046835",0.865693430656934,0.918672544135302,0.0378487722705029,-0.27976985191268,-0.681225501042154,22,"HK2;HK1;POMK;NAGK;PFKFB3;XYLB;FGGY;KHK;EPM2A;GALK2;GCK;HKDC1","GO:0046835","carbohydrate phosphorylation",0.918672544135302,22
"GO:0001675",0.86646884272997,0.918714522418996,0.0385579101998489,-0.286644317868893,-0.692062954162914,21,"KNL1","GO:0001675","acrosome assembly",0.918714522418996,21
"GO:0048384",0.86646884272997,0.918714522418996,0.0385579101998489,-0.2861804102587,-0.690942913571997,21,"ALDH1A2;CRKL;SNW1","GO:0048384","retinoic acid receptor signaling pathway",0.918714522418996,21
"GO:0002028",0.869760479041916,0.921038720239856,0.0387962208304479,-0.306643995590253,-0.69305096161617,15,"YWHAH","GO:0002028","regulation of sodium ion transport",0.921038720239856,15
"GO:0032495",0.869767441860465,0.921038720239856,0.0404114482034376,-0.316821522595899,-0.66799807937382,11,"JAG1;MAPK14;NAGK;ZDHHC5","GO:0032495","response to muramyl dipeptide",0.921038720239856,11
"GO:0036342",0.869760479041916,0.921038720239856,0.0387962208304479,-0.306488648816128,-0.692699859906242,15,"TMED2;FZD3;PALB2;CHST11;SCRIB;TCF15;AXIN1","GO:0036342","post-anal tail morphogenesis",0.921038720239856,15
"GO:0001780",0.8703125,0.921180897713835,0.0407403526717903,-0.323624108949548,-0.666321615141667,10,"MTHFD1;ANXA1","GO:0001780","neutrophil homeostasis",0.921180897713835,10
"GO:0061564",0.870639534883721,0.921180897713835,0.0373806494758473,-0.279799715177306,-0.688639289172797,23,"ZPR1;FBXO45;TBC1D24;CAMSAP2;SLC25A46;BHLHA15;NEFH;MARK2","GO:0061564","axon development",0.921180897713835,23
"GO:0043153",0.871951219512195,0.922177973368044,0.0721797965581253,0.257163466818,0.731100305488716,21,"PML;TP53;PER1;CRY2;PDE6B","GO:0043153","entrainment of circadian clock by photoperiod",0.922177973368044,21
"GO:0050872",0.873860182370821,0.923805620397942,0.0392758570896778,-0.309757455357388,-0.688736414013348,14,"FABP4;SIRT1;PNPLA3;PER2","GO:0050872","white fat cell differentiation",0.923805620397942,14
"GO:0046761",0.875,0.92461912822683,0.0387962208304479,-0.306527864481351,-0.674238986465984,13,"CHMP7;CHMP1A;VPS4A;CHMP6","GO:0046761","viral budding from plasma membrane",0.92461912822683,13
"GO:0060079",0.875886524822695,0.924823582577259,0.0797705918628453,0.246210729922615,0.792828048918945,41,"ATXN1;P2RX4;CHRFAM7A;SNCA;PPP3CA;CDK5;CHRNB1;CHRNA7;CHRNA6;TRPV1;GSK3B;GRIN2D;GRIN2B","GO:0060079","excitatory postsynaptic potential",0.924823582577259,41
"GO:0071542",0.87593423019432,0.924823582577259,0.0383995813369433,-0.298818353999963,-0.679928870185509,16,"MANF;HPRT1;RAC1;VEGFA","GO:0071542","dopaminergic neuron differentiation",0.924823582577259,16
"GO:0006754",0.87698986975398,0.925546789846022,0.0368389606870506,-0.285703565023673,-0.712702252298953,25,"ATP5F1B;ATP5MF;SLC25A13;UQCC3;PRKAG2;ATP5MGL;ALDOA;ATP5MG;LIPA","GO:0006754","ATP biosynthetic process",0.925546789846022,25
"GO:0060173",0.877717391304348,0.925923247185026,0.0338245444462164,-0.263079071588898,-0.742763485212334,47,"DKK1;LNPK;FERMT2;LARGE1;MAP3K20;LRP4;MEOX2;MED31;NOG;SLC39A3;ZNRF3;B3GLCT;KREMEN2;BBS7;IRF6;CHD7;KAT2A;CTNNB1","GO:0060173","limb development",0.925923247185026,47
"GO:0048568",0.8787023977433,0.926570898296039,0.0355420211253902,-0.272710562064969,-0.734696698784387,37,"POLE;RAD23B;MBD3;UTP25;TEAD4;ERCC3;HSD17B7;PALB2","GO:0048568","embryonic organ development",0.926570898296039,37
"GO:0001945",0.886018237082067,0.926654857763003,0.03863723737086,-0.298053395304609,-0.662712787428323,14,"FLT4;KDR","GO:0001945","lymph vessel development",0.926654857763003,14
"GO:0002088",0.881028938906752,0.926654857763003,0.0743625384422526,0.250659908102824,0.736038748559154,25,"TGFBR2;FAT1;CTNS;PROX1;DLG1;MAF;GATA3;CRYGS;TBC1D32;SIX5","GO:0002088","lens development in camera-type eye",0.926654857763003,25
"GO:0006686",0.88515406162465,0.926654857763003,0.0672065093710464,0.277878196050347,0.657959781853937,11,"ABCA8;SPTLC2;SAMD8","GO:0006686","sphingomyelin biosynthetic process",0.926654857763003,11
"GO:0006739",0.884615384615385,0.926654857763003,0.0699458736501659,0.274638421595319,0.676174874496162,13,"H6PD;TP53I3;ME1;G6PD","GO:0006739","NADP+ metabolic process",0.926654857763003,13
"GO:0007175",0.886740331491713,0.926654857763003,0.066436413766281,0.288269131988762,0.656856398792023,10,"GPRC5A;ZFYVE28;ERRFI1;TSG101","GO:0007175","negative regulation of epidermal growth factor-activated receptor activity",0.926654857763003,10
"GO:0007413",0.887724550898204,0.926654857763003,0.0378487722705029,-0.30070187186428,-0.679621073467209,15,"CASP3;CDK5R1;NDN","GO:0007413","axonal fasciculation",0.926654857763003,15
"GO:0008593",0.880882352941176,0.926654857763003,0.0373806494758473,-0.283970241751127,-0.683284064951212,20,"NLE1;POFUT1;POGLUT1;MFNG","GO:0008593","regulation of Notch signaling pathway",0.926654857763003,20
"GO:0010717",0.887048192771084,0.926654857763003,0.0381628909049257,-0.299080087084204,-0.657856848117245,13,"CLASP2;TGFBR1;TIAM1","GO:0010717","regulation of epithelial to mesenchymal transition",0.926654857763003,13
"GO:0014823",0.884722222222222,0.926654857763003,0.0344919215094074,-0.265936464313344,-0.731751266343539,41,"CDK1;GCLM;OXCT1;ITGB3;SLC25A25;CAB39;PRKAA1;BLOC1S6;CRY1","GO:0014823","response to activity",0.926654857763003,41
"GO:0019226",0.882629107981221,0.926654857763003,0.0401660980049421,-0.313147992487336,-0.667677634317554,12,"SOD1;PAFAH1B1;CHRM5;JAM3;EFR3B","GO:0019226","transmission of nerve impulse",0.926654857763003,12
"GO:0019934",0.888059701492537,0.926654857763003,0.0376923295943841,-0.291884652447007,-0.671930862819401,17,"CGAS;PDE3A;ADORA2B;GUCY1B1;GUCY1A1;PRKG1;NPR1","GO:0019934","cGMP-mediated signaling",0.926654857763003,17
"GO:0030010",0.886111111111111,0.926654857763003,0.0344174840212229,-0.26581803888342,-0.731425406711849,41,"DIAPH3;CRKL;WEE1;CRK;PTK2;PAK1;CDC42","GO:0030010","establishment of cell polarity",0.926654857763003,41
"GO:0034389",0.881458966565349,0.926654857763003,0.038875878582578,-0.303246669151406,-0.674259876108095,14,"AUP1;PPID;PPIA;PNPLA3;RAB18","GO:0034389","lipid droplet organization",0.926654857763003,14
"GO:0035295",0.879551820728291,0.926654857763003,0.0675188953767744,0.281215959257943,0.665862935045389,11,"ROBO3;PROX1;ROBO1","GO:0035295","tube development",0.926654857763003,11
"GO:0036258",0.886666666666667,0.926654857763003,0.0758886900606117,0.251700394671169,0.760861577743939,31,"VPS37D;VPS28;CHMP1B;MVB12A;RAB11A;MVB12B;CHMP2A","GO:0036258","multivesicular body assembly",0.926654857763003,31
"GO:0044281",0.882629107981221,0.926654857763003,0.0401660980049421,-0.314437397340536,-0.670426835342999,12,"CTPS1","GO:0044281","small molecule metabolic process",0.926654857763003,12
