"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","ID","Description","p.adjust","setSize"
"GO:0002227",3.99063651418341e-10,4.6899480557165e-08,0.814035837847908,-0.979504172952528,-1.98771689823488,11,"H2BC11;H2BC4;H2BC12;H2BC8;H2BC10;H2BC6;H2BC7;H2BC21","GO:0002227","innate immune response in mucosa",4.6899480557165e-08,11
"GO:0000724",6.288979530803e-10,7.05509158273719e-08,0.801215574617779,-0.696069644165716,-2.13533617539257,118,"BRCA1;BRCA2;HELLS;FEN1;H2AX;UHRF1;PARP1;BLM;RAD51AP1;PRKDC;GEN1;RECQL4;XRCC2;RFWD3;MCM8;NUCKS1;MMS22L;PLK1;MRE11;RAD51;RPA1;TOPBP1;C1QBP;RPA2;PSMD14;RECQL;RAD54L;PRMT1;RBBP8;RAD54B;NSMCE4A;SLF1;RMI1;AUNIP;RMI2;UBE2N;KMT5A;TOP3A;SLF2;RAD51C;TONSL;HTATSF1;RPA3;SFR1;INO80;SMC5;RNF138;XRCC3;INIP;WRN;LIG3;YY1;RAD51D;RNF126;RAD51B;NBN","GO:0000724","double-strand break repair via homologous recombination",7.05509158273719e-08,118
"GO:0045653",8.78101163085781e-10,9.42240726302482e-08,0.801215574617779,-0.9522422515663,-2.10462238852968,16,"H4C3;H4C14;H4C15;H4C8;H4C4;H4C13;H4C2;H4C12;H4C11;H4C6;H4C1;H4C5;H4C9","GO:0045653","negative regulation of megakaryocyte differentiation",9.42240726302482e-08,16
"GO:0030261",9.29404564927516e-10,9.55737694267129e-08,0.801215574617779,-0.923874395735685,-2.151350666229,21,"H1-5;TOP2A;H1-2;NCAPG;H1-3;H1-4;SMC4;CDK1;HMGA2;NCAPD3;NCAPG2;SMC2;NCAPH;NCAPH2;NCAPD2","GO:0030261","chromosome condensation",9.55737694267129e-08,21
"GO:0001525",3.42553400319576e-09,3.38168716795485e-07,0.774939030136436,0.522767070240836,1.97559037314666,234,"COL8A1;BMP4;SAT1;RHOB;IGFBP7;EPAS1;ITGAV;THBS1;CCN2;WARS1;ITGB3;FN1;SRPX2;EFNA1;THSD7A;EPHB4;MMP14;TMEM100;CCL2;ID1;GJA5;RHOJ;FGF2;EFNB2;CALCRL;RORA;ACKR3;MMRN2;HMOX1;PDGFB;FZD4;PTPRB;ACTG1;TNFAIP2;ESM1;ROBO4;TIE1;FZD8;PLXND1;NF1;PLCD3;TGFA;BCAS3;FOXC1;DAB2IP;ANGPT1;MYH9;SHC1;MMP2;PTPRJ;BMPR1A;EPHA2;ELK3;CXCL8;COL18A1;AMOTL2;COL4A2;SOX17;LEPR;JAG1;SOX18;COL4A1;RNF213;VASH1;FMNL3;HSPG2;SERPINE1;ANGPTL4;RASA1;CCBE1;FLT4;TAL1;RAMP2;CEACAM1;STAB2;HIF1A;AMOT;PARVA;ERAP1","GO:0001525","angiogenesis",3.38168716795485e-07,234
"GO:0051028",6.50454294535233e-09,6.17431230351137e-07,0.761460801445585,-0.703903699344283,-2.09532772208612,99,"NDC1;NUP205;NUP85;NUP155;NUP107;ALYREF;DHX9;SRSF1;SRSF7;NUP50;NUP93;EIF4A3;XPO1;SEH1L;NUP98;NUP188;THOC3;NUP35;NUP43;SLBP;NUP88;HNRNPA2B1;SRSF3;NUP58;NUP54;PEG10;NCBP1;THOC6;NUP160;TPR;MAGOH;NUP153;AAAS;GLE1;AHCTF1;MAGOHB;EIF4E;LRPPRC;NUP133;NUP37;IGF2BP3;KHSRP;RANBP17;RBM8A;UPF3B;THOC1;CETN2;CETN3;THOC2;NUP62;AGFG1;NUP214","GO:0051028","mRNA transport",6.17431230351137e-07,99
"GO:0006302",1.5173667534362e-08,1.38698561017798e-06,0.73376198835648,-0.710646709616947,-2.09310906238098,87,"BRCA1;BRCA2;HELLS;CDCA5;ESCO2;POLQ;FEN1;BRIP1;H2AX;TRIP13;PARP1;PRKDC;ZGRF1;NSD2;SMCHD1;RNF168;HMGB1;PLK1;RAD21;MSH2;MRE11;TDP1;TOPBP1;CHEK2;XRCC5;RAD54L;CIB1;DCLRE1C;PPP5C;EME1;PARP2;EYA3;ATR;XRCC4;INO80;SMC5;WRN;TENT4A;LIG3;DDX1;MAD2L2;HPF1;NBN","GO:0006302","double-strand break repair",1.38698561017798e-06,87
"GO:0007052",1.6948514925255e-08,1.49389052984033e-06,0.73376198835648,-0.771599991690833,-2.14444288231485,57,"KIF11;CENPE;NDC80;DLGAP5;TTK;BIRC5;KIF4A;NUF2;AURKB;CCNB1;STIL;AURKA;GPSM2;TACC3;SPC25;CKAP5;PLK1;POC1A;RAN;RCC1;WDR62;CENPH;CLASP2;TUBG1;NUDC;PCNT;STMN1","GO:0007052","mitotic spindle organization",1.49389052984033e-06,57
"GO:0090307",1.84838617074397e-08,1.57304036875728e-06,0.73376198835648,-0.805806230709077,-2.12465623222557,44,"KIF11;TPX2;KIFC1;KIF15;BIRC5;AURKB;UHRF1;NEK2;CDCA8;SMC1A;CDC20;INCENP;SMC3;MYBL2;STAG1;CEP192;MZT1;CHEK2;CLASP2;KPNB1;RAB11A;AAAS;BCCIP","GO:0090307","mitotic spindle assembly",1.57304036875728e-06,44
"GO:0007157",2.70566081741772e-08,2.22585696579564e-06,0.73376198835648,0.851574758286313,2.25406284284566,27,"CADM3;SELP;VCAM1;HMCN1;AMIGO2;ICAM1;PVR;FAT4;CDH4;DCHS1;ALCAM;SELL;SELE","GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules",2.22585696579564e-06,27
