"Gene_stable_ID","Gene_name","Gene_description","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Comparison","Rank"
"ENSG00000000971","CFH","complement factor H [Source:HGNC Symbol;Acc:HGNC:4883]",26155.4243965034,2.22740156342044,0.0312745900696147,71.2208076416806,0,0,"HAEC_IR",1
"ENSG00000117724","CENPF","centromere protein F [Source:HGNC Symbol;Acc:HGNC:1857]",14020.7169514746,-1.4470628209581,0.0359997811976755,-40.1964337786458,0,0,"HAEC_IR",2
"ENSG00000066279","ASPM","assembly factor for spindle microtubules [Source:HGNC Symbol;Acc:HGNC:19048]",16236.5220458477,-1.60434152776664,0.0334139245298421,-48.0141602742232,0,0,"HAEC_IR",3
"ENSG00000203814","H2BC18","H2B clustered histone 18 [Source:HGNC Symbol;Acc:HGNC:24700]",5779.35650901293,-2.05162569832687,0.044252605454817,-46.3616927690648,0,0,"HAEC_IR",4
"ENSG00000183598","H3C13","H3 clustered histone 13 [Source:HGNC Symbol;Acc:HGNC:25311]",7754.30119991016,-1.90336681268636,0.0430787980089599,-44.1833779180765,0,0,"HAEC_IR",5
"ENSG00000270882","H4C14","H4 clustered histone 14 [Source:HGNC Symbol;Acc:HGNC:4794]",25306.0992492519,-1.91895060606164,0.0339578424495816,-56.5097917781664,0,0,"HAEC_IR",6
"ENSG00000203811","H3C14","H3 clustered histone 14 [Source:HGNC Symbol;Acc:HGNC:20503]",32217.6807383663,-2.23112113446656,0.0303247821321695,-73.5741851249679,0,0,"HAEC_IR",7
"ENSG00000203812","H2AC18","H2A clustered histone 18 [Source:HGNC Symbol;Acc:HGNC:4736]",36124.6292051629,-1.80264558898638,0.0333625126224765,-54.0320691485308,0,0,"HAEC_IR",8
"ENSG00000272196","H2AC19","H2A clustered histone 19 [Source:HGNC Symbol;Acc:HGNC:29668]",35333.5822272246,-1.8007178468187,0.0337127763662115,-53.4135138339856,0,0,"HAEC_IR",9
"ENSG00000203852","H3C15","H3 clustered histone 15 [Source:HGNC Symbol;Acc:HGNC:20505]",32721.7273349604,-2.2179013489982,0.0299461355007535,-74.0630238897568,0,0,"HAEC_IR",10
"ENSG00000270276","H4C15","H4 clustered histone 15 [Source:HGNC Symbol;Acc:HGNC:29607]",25319.726423487,-1.92226643078039,0.0340238776644782,-56.4975706101625,0,0,"HAEC_IR",11
"ENSG00000184270","H2AC21","H2A clustered histone 21 [Source:HGNC Symbol;Acc:HGNC:20508]",4832.29276212453,-1.95948685326874,0.0446383238583856,-43.8969630554495,0,0,"HAEC_IR",12
"ENSG00000138449","SLC40A1","solute carrier family 40 member 1 [Source:HGNC Symbol;Acc:HGNC:10909]",2677.47072989675,2.67801948311565,0.0675244831502775,39.6599775100189,0,0,"HAEC_IR",13
"ENSG00000171848","RRM2","ribonucleotide reductase regulatory subunit M2 [Source:HGNC Symbol;Acc:HGNC:10452]",7718.34788032512,-1.75417965868195,0.0363273570138924,-48.2881168043992,0,0,"HAEC_IR",14
"ENSG00000143878","RHOB","ras homolog family member B [Source:HGNC Symbol;Acc:HGNC:668]",17042.8734788191,1.498952825672,0.0347933779488314,43.0815549980927,0,0,"HAEC_IR",15
"ENSG00000091409","ITGA6","integrin subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:6142]",18619.4326616861,-1.5388280833151,0.0353794769187153,-43.4949359723596,0,0,"HAEC_IR",16
"ENSG00000144810","COL8A1","collagen type VIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2215]",26607.4162754009,1.66706359269235,0.0316835315649366,52.616091399901,0,0,"HAEC_IR",17
"ENSG00000163638","ADAMTS9","ADAM metallopeptidase with thrombospondin type 1 motif 9 [Source:HGNC Symbol;Acc:HGNC:13202]",6404.84156524583,-2.45359499725421,0.0415561530637614,-59.0428809300408,0,0,"HAEC_IR",18
"ENSG00000154175","ABI3BP","ABI family member 3 binding protein [Source:HGNC Symbol;Acc:HGNC:17265]",6173.94994661355,1.68690346518153,0.0425253161660312,39.668216894505,0,0,"HAEC_IR",19
