"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","ID","Description","p.adjust","setSize"
"GO:0006334",1e-10,9e-09,NA,-0.702448677099235,-2.88413970109067,105,"H1-3;H3C12;H3C2;H1-5;H1-4;H2BC14;HMGB2;CHAF1B;H2BC13;H3C3;H3C11;H1-1;H2BC9;ASF1B;H3C8;H3C15;H2BC6;H3C14;H2BC7;H2BC17;H3C10;H2BC10;SSRP1;H2BC11;H4C1;ATAD2;H3C13;CHAF1A;H4C15;H4C14;H2BC15;H2BC3;H2AX;H3C1;RBBP4;H3C7;H4C13;H3C6;H4C4;MCM2;H4C3;H4C2;SET;H2BC4;H4C6;H4C5;SUPT16H;H2BC8;NAP1L1;NPM1;DNAJC9;H3-3B;H1-0;SETSIP;SMYD3;SART3;TSPY26P;NASP;POLE3;UBN1","GO:0006334","nucleosome assembly",9e-09,105
"GO:0006338",1e-10,9e-09,NA,-0.473495516578342,-2.22795653331245,295,"SLFN11;HMGB2;FBL;ACTR5;AURKA;EZH2;BARD1;BUB1;PSIP1;PRDM8;BCL7A;MYO1C;NSD2;COPRS;MECOM;HDAC2;CDK1;RPSA;HASPIN;BRCA2;HELLS;SFPQ;RBBP4;KDM2B;ACTL6A;BRPF1;DEK;GATAD2A;SMARCB1;CHD3;HMGB1;GTF3C4;CHEK1;SMARCD1;BRD9;CDK2;TOP1;VRK1;USP10;NSD1;BRCA1;DDX21;RIOX1;JADE1;DCAF1;RBBP7;NPM1;SUV39H2;KMT5A;DYRK1A;PAXIP1;DPF3;BAZ1B;CHD1;BCL7B;DPF1;HDGF;RUVBL2;PBRM1;MCRS1;POLE3;TTF1;MTA2;ING3;RAD54L2;TAF1L;YEATS4;SS18;RUVBL1;TET1;SMARCE1;MYC;JMJD6;TFPT;ARID1B;KDM8;BRD4;SETD4;HCFC1;USP16;PRMT5;CHD4;NTMT1;SOX9;RNF2;RSBN1;DMAP1;PAK1;HDGFL2;KMT2B;NAA50;PCGF6;KDM5C;CHD1L;CFDP1;PHF2;INO80;JMJD1C;BCL7C;SF3B1;SMARCAD1;PRMT6;RPS6KA4;PKN1;SMARCA4;RB1;TADA2A;JARID2;ZBTB7A;RING1;KMT5B;PKM;ARID2;JADE2;HR;PRMT3;VPS72;ACTR8;ACTB;NFRKB","GO:0006338","chromatin remodeling",9e-09,295
"GO:0006364",1e-10,9e-09,NA,-0.602926007913809,-2.62633929076188,161,"FBL;UTP20;EXOSC8;NOP56;NOP58;RRP15;RBFA;NOB1;EXOSC9;DDX51;MRTO4;HEATR1;UTP11;NVL;FRG1;RPS7;SUV39H1;EBNA1BP2;IMP3;RRP36;PPAN;EXOSC2;RRP1B;DDX21;NOL9;RPL14;MRM3;WDR43;DDX56;LYAR;NOL11;ESF1;PDCD11;UTP6;DDX27;RPP30;IMP4;EMG1;RPS6;POP4;NOC4L;DCAF13;RPS24;NOP53;RPUSD4;DDX55;RRP7A;RPL11;NSUN5;DDX54;RPL27;RRP7BP;RRP1;UTP15;RRP8;BOP1;MRM2;NAT10;RPL35A;NOP14;NOP10;RPF2;WDR12;NSA2;UTP18;REXO4;LAS1L;DIS3;RPS17;PWP1;WDR18;PES1;LSM6;WDR74;RPF1;WDR36;NAF1;TRMT112;RPL26;RPS15;EXOSC6;BYSL;EIF4A3;UTP14A;FTSJ3;DKC1;TRMT2B;NOL8;GAR1;EXOSC5;EXOSC10;DROSHA;GEMIN4;POP7;PA2G4;RPL7;TSR3;NOLC1;TENT4B;POP5;BRIX1;MRM1;ERI1;NHP2;EXOSC7;RPS28;UTP25;RPL5;RPS25","GO:0006364","rRNA processing",9e-09,161
"GO:0006397",1e-10,9e-09,NA,-0.544750023157929,-2.62233472635129,387,"KHDRBS3;QKI;SYNCRIP;DDX39A;PUS7;DHX9;CSDC2;THOC1;TCERG1;BUD13;SNRPF;LSM2;YBX1;HNRNPH1;SF3A3;CPSF6;SFPQ;HNRNPF;CELF1;DHX38;CPSF4;THOC5;PRPF4;DHX8;FRG1;EFTUD2;FMR1;HNRNPR;LGALS3;DHX15;SON;CCAR2;HNRNPK;HNRNPU;HNRNPM;APOBEC2;PRPF19;LSM3;TSEN15;SNRPE;CSTF2;SNRPA;YJU2;CTNNBL1;GEMIN5;SNRPD1;PPIH;TTF2;RBMX;TRUB2;PRPF38A;RALY;SLBP;RRP1B;RBM20;PUS1;PRPF31;DDX46;SUGP1;SART1;CENATAC;U2AF1;ADARB1;ZCCHC8;THRAP3;TRA2B;SF3B3;RBM15B;ZNF326;ARMC7;RBM10;HABP4;SRSF7;SART3;TFIP11;PTBP1;SRSF1;CDC5L;ALYREF;HNRNPA3;ZNF830;CPSF1;SNRPD2;ZPR1;DCPS;ZMAT2;SRSF11;NRDE2;SNRNP35;KHDRBS1;DUS3L;RBM17;SREK1;THOC7;SRSF3;HSPA8;SNIP1;GEMIN2;RPUSD4;RBM38;KIN;GEMIN6;PPIL2;SNRPB;RBMXL1;SF3B2;PRPF6;AAR2;RBM25;C1QBP;THOC6;CDK13;SF3B5;SSU72;ISY1;JMJD6;PUF60;HNRNPL;SNRPB2;XAB2;GPKOW;CLASRP;GPATCH1;THOC2;HNRNPA2B1;RBM28;PNPT1;WDR83;CD2BP2;HNRNPA1;ZCRB1;PRPF18;METTL3;SRSF10;LUC7L3;PRPF40A;PLRG1;SRPK1;PQBP1;CWC25;SNRNP25;PRPF3;DDX20;SNRPG;SCNM1;LSM6;METTL16;FAM50A;KHSRP;RBM39;PTBP2;PPIL1;WBP4;SF3B1;CPSF7;SFSWAP;SNW1;RBM23;RBM22;DHX35;GCFC2;ARL6IP4;AQR;TRMT61A;ERN2;LSM11;RPUSD3;PRPF38B;EIF4A3;WDR33;ZC3H13;ESRP2;NSUN2;NONO;SNRNP40;CPEB1;STRAP;RPUSD2;NSRP1;LSM8;SNRPGP15;RBM8A;GEMIN4;CLNS1A;RSRC1;CPSF2;SDE2;DHX16;PPIE;SNRNP70;HOXB-AS3;PRKRIP1;PTBP3;HNRNPC;DDX41;TENT4B;LSM4;CWC22;PRPF40B;YTHDC1;MAGOHB;RNPS1;SNRNP200;TSEN54;SF3A2;DBR1;ARGLU1;MAGOH;SRRM1;PRPF39;MBNL1;IK;MBNL3;SRPK2;SMNDC1;ARVCF;PHF5A;U2AF2;USP39;RNGTT;CRNKL1;CBLL1;PPWD1;CHD8;LSM7;SNU13;SRSF2;RBMX2;TENT4A;CLP1;SF3A1;SYMPK;NUDT21;IWS1;DDX23;SUPT6H;SF3B4;TRMT10C;TRMT61B;SMN1;CACTIN;VIRMA;NCBP1;GRSF1;MTREX;PPP1R8;PUS7L;PNN;RBFOX2;ESS2;CDK12;ACIN1;SMN2;MTPAP;CELF3;PAN3;TXNL4A;DDX47","GO:0006397","mRNA processing",9e-09,387
"GO:0006412",1e-10,9e-09,NA,-0.567926882394535,-2.67567691213031,300,"RPL39L;TARS3;RACK1;RPS10;RPSA;MRPL27;MRPS7;METTL17;MRPL11;RPL10;RPL7A;EIF2B5;EIF6;EIF4H;RPL22L1;LARS2;EIF2A;RPS7;RPL36A;DARS2;RPS4Y1;MRPS9;GATC;EIF3E;RPL3;GEMIN5;RPL10A;EEFSEC;NARS2;RPL4;RPS3;KARS1;RPS8;MRPL4;DHPS;MRPL24;RPL14;WARS2;AARSD1;MRPL36;EIF3D;MRPL52;AGO2;EIF4B;EIF3A;MRPL12;RPL26L1;EIF3I;ABCE1;CARS2;MRPL21;MRPL37;RPS20;RPS26;MRPL3;RPL13AP3;MCTS1;RPL9;FARSB;HARS2;RPS6;MRPS14;SARS2;RPL36AL;RPL27A;RPS24;RPL38;IARS1;GATB;RPL19;TRNAU1AP;RPL24;MRPL9;SRBD1;EIF2S3B;ABCF1;EIF2B3;SECISBP2;RPL11;MRPL1;RPL32;GARS1;RPS9;RPLP0;LARS1;EIF5AL1;HBS1L;RMND1;GSPT1;RPL27;MRPL16;SARS1;RPL23A;GFM1;IGF2BP3;VARS2;RPS27A;EIF3CL;RPS5;FARS2;MRPL14;RPL12;RPL35A;EIF3C;TARS1;RPS15A;RPL23;ABTB1;RPS3A;RPS23;EEF1A1P5;EIF5;EIF2S3;MTIF2;EIF3B;RPL18;CARS1;NACA;EEF1E1;MRPS23;RPL13A;RPS21;MRPL43;AARS2;RPL13;EIF3F;RPL34;RPS17;EEF1A1;MRPL23;MRPL2;YARS2;FAU;QARS1;RPL41;RPL21;MRPL20;RPS2;HARS1;EIF4E2;EIF2D;MRPL47;EIF3L;RPL26;RPL6;RPS15;EIF3K;RPL8;EIF1;ELP6;RPS12;MRPS2;CPEB1;EEF1B2;RPS4X;YARS1;RPL36;EIF2B4;MRPS15;GUF1;EIF3J;AIMP1;MRPL55;RPL37AP8;TARS2;AARS1;MRPL35;RPL7;EIF4A1;RPL18A;RPS11;RPL35;MRPS18B;EIF5B;EIF4E;EIF4G1;RPL37A;RPL31;RPL22;MTRF1L;MRPS17;RPS28;AIMP2;EEF2;MRPL58;RPL5;EFL1;RPS25;IARS2;RPLP1;RPL37;MRPS11;MRPL30;MRPS16;MRPS18C;EIF5A;RPS16;RPS18;RPL15;RPL28;MRPL15;MARS1;EIF4G2;EIF3M;MRPS18A;UBA52;MARS2","GO:0006412","translation",9e-09,300
"GO:0006811",1e-10,9e-09,NA,0.434582923067929,1.9643317219942,492,"SLC39A8;SLC1A1;STEAP2;ITPR1;GABRA2;SLC4A10;CACNA1G;CFTR;SLC5A12;P2RY1;SLCO2B1;KCND3;KCNC4;CACNA2D1;SCN2B;SLC4A4;CACNA1E;SLC8A3;MCOLN2;STIM1;KCNE4;HEPH;ATP6V0D2;SLC30A8;GRID2;SLC9A2;GRIA3;SLC22A4;SLC30A10;SLC1A7;TRPA1;SLC17A6;KCNMB4;SLC1A3;KCNA2;CLCC1;SLC24A2;CLCA2;KCNH7;SLC6A15;SCN1A;TRPC7;CACNB2;TMC1;ATP7B;SLC26A7;NOX5;CLDN16;SLC12A8;CACNG7;SARAF;SLC6A17;GABRE;KCNE3;SLC9C1;RYR1;SLC15A3;SLC12A1;KCNN1;SCN4B;ATP7A;SLC22A1;KCND2;P2RX6;KCNH5;SLC38A4;CHRNB1;GABRB3;SLC40A1;KCNQ3;TF;SLC13A3;KCNN3;SLC39A11;ATP2C1;TMEM38A;SLC9B1;SLC12A7;CACNB4;TMEM37;KCNJ12;SLC5A9;SLC26A8;ANO2;NALCN;CHRND;SLC17A5;RYR2;SLC38A11;SLC22A2;KCNJ6;KCNH2;CACNA2D3;PKD1L3;GLRB;TPCN1;SLC39A10;SLC30A6;SLC9A7;CACNA1D;CLIC6;SLC11A2;GRIA2;CLCN3;SCN3A;SLC10A5;SLC39A9;SLC39A14;SLC39A6;KCNJ2;TRPM3;ASIC5;GRIK5;TRPM6;KCNU1;SLC30A4;PACC1;SLC9A6;ATP2B2;ATP6AP1;ATP6V1H;SLC30A1;CHRNE;CYBB;ITPR2;CACNA1I;SCN2A;KCNAB2;CACNA2D2;SLC41A1;CNNM1;ASIC3;TRPM1;ATP6V1G1;SLC26A9;SLC1A2;KCNMB2;GRIN2A;ATP6V0C;KCND1;ATP6V1F;TRPC1;KCNE5;TMCO1;GRIK2;KCNT1;TMEM38B;SLC9B2;PANX2;BEST1;CACNG8;SLC10A1;P2RX5;SLC22A20P;SLC22A15;SLC30A7;CHRNB2;KCNK12;PKD1L1;GABRR2;HFE;KCNK6;KCNJ10;NIPAL1;ATP6V1A;SLC9A9","GO:0006811","monoatomic ion transport",9e-09,492
"GO:0006954",1e-10,9e-09,NA,0.482443450581538,2.10603350971556,339,"CXCL5;CXCL6;C3;VCAM1;CYP26B1;CCL7;CXCL1;CCL2;CCL13;CXCL3;CD14;CHI3L1;CXCL10;IL1A;NAMPT;CCL20;CCL11;TNFAIP6;CXCL8;CCL8;OLR1;PF4V1;ITGB6;BMP2;PTGER3;CCR7;TAC1;AGTR1;NLRC4;CCR2;CCL25;IL18RAP;VNN1;ELF3;NFKBIZ;TLR5;HBB;SPINK7;ADORA1;C4B;TLR3;CXCL11;PRKD1;CXCL2;NLRP2;TXNIP;IL6;ZC3H12A;IL18R1;ATRN;C4A;BMPR1B;LACC1;BLNK;CMKLR1;S1PR3;CD40;ACKR2;KLKB1;BDKRB2;COL6A1;GBP5;GNA14;STAT3;PLD3;CHST2;PLA2G2A;BMP6;IL1B;FAM3C;PF4;AOC3;F11R;TNFAIP3;LYZ;PTGFR;RPS6KA5;APOL3;TLR1;TSPAN2;LXN;CAMK1D;SCG2;IL1RL2;LY96;ADM;IL1RAP;HRH4;NFKBIA;CCL26;KLRG1;NINJ1;CYBB;CERS6;AIF1;TLR10;FOSL2","GO:0006954","inflammatory response",9e-09,339
"GO:0006955",1e-10,9e-09,NA,0.576124199348904,2.46842225480288,267,"CXCL5;CXCL6;C3;CCL7;CXCL1;CCL2;C7;CCL13;CXCL3;TREM2;ACKR3;CD1D;CXCL10;TNFSF13B;TNFSF18;IL1A;TNFSF14;TNFSF15;CSF3;IFI6;CCL20;TREM1;TENM1;CCL11;SLPI;FTH1;CXCL8;CCL8;FCGR1A;CTSS;PF4V1;VTN;ITGB6;CD28;CCR7;FYB1;IFI44L;ACKR4;TNFSF10;CCR2;CCL25;IL18RAP;IGLV1-50;C9;TLR5;RGS1;CXCL14;IL1R2;STAT4;CXCL11;CXCL2;IL6;JCHAIN;IL18R1;C6;CMKLR1;GPR65;MR1;TNFSF8;PXDN;IFI44;CSF2;ACKR2;HLA-C;HLA-DMB;STAT3;PKHD1L1;BMP6;IL24;ICAM1;IL1B;TRIM22;PF4;RAG1;CTSC;IL15;ULBP1;ENPP2;TLR1;ITGB8;AFP;PRG4;LIF;IL1RAP;LTBR;TNFSF9;FAS;CCL26;TLR10;CCL5;ULBP2;CCL28;CCR10;HLA-DPA1;CXCR2;SAMHD1;HLA-G;HLA-B;TNFAIP1;IL1R1;HLA-E;TSKU;OPRD1;LY75;IL12A;CD96;HLA-DOB;IL7R;RAET1L;PTGER4;HLA-H;GBP2;CLEC17A","GO:0006955","immune response",9e-09,267
"GO:0007052",1e-10,9e-09,NA,-0.712665581522749,-2.62103980368875,57,"GPSM2;KIF4A;NUF2;AURKA;AURKB;NDC80;DLGAP5;TACC3;BIRC5;CENPE;PLK1;TTK;SPC25;KIF11;CCNB1;STIL;WDR62;FAM110A;POC1A;CENPH;STMN1;ILK;PCNT;CLASP2","GO:0007052","mitotic spindle organization",9e-09,57
"GO:0007059",1e-10,9e-09,NA,-0.719610299091085,-2.95838022027201,107,"SKA3;CENPF;MKI67;NUF2;NDC80;KIF2C;DLGAP5;TOP2A;NEK2;HJURP;SPAG5;SKA1;PTTG1;CENPU;BIRC5;SGO1;BUB1;KNL1;CDCA2;CENPE;TTK;CENPW;SPC25;CENPI;ESCO2;ESPL1;SPC24;CENPM;OIP5;CEP85;CENPH;KNSTRN;CENPK;CENPP;CENPN;MMS19;INCENP;SEH1L;SKA2;BUB3;MIS18A;STAG1;DSN1;TOP1;BRCA1;NDE1;NR3C1;RPS3;DIAPH3;NUMA1;ITGB3BP;RAD21;PMF1;RCC1;CENPC;SGO2;MTCL1;CENPQ;CENPO;CENPL;SMC5;CCDC86;SLC25A5;CDK5RAP2;NTMT1","GO:0007059","chromosome segregation",9e-09,107
