"PC1","PC2","group","name","Filename","Cell","Type","Condition","Comparison","TypeII","sizeFactor","Sample"
-20.4245119496073,3.77610294881571,"Control:IMR_90","SRR9016157","SRR9016157","IMR_90","PDL15","Control","3_4","Control",0.998009940387367,"SRR9016157"
-19.0994488251935,-3.89309571423438,"Control:IMR_90","SRR9016158","SRR9016158","IMR_90","PDL15","Control","3_4","Control",0.923473261888205,"SRR9016158"
19.6128660212283,-1.47411483207862,"Senescent:IMR_90","SRR9016159","SRR9016159","IMR_90","IR","Senescent","3","IR",1.15663062213954,"SRR9016159"
19.9110947535725,1.59110759749729,"Senescent:IMR_90","SRR9016160","SRR9016160","IMR_90","IR","Senescent","3","IR",0.964839191106364,"SRR9016160"
