"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:1905508","GO:1905508","protein localization to microtubule organizing center",39,-0.690921231845691,-1.67249282398399,0.00244623067329916,0.0211785648448682,0.0158172074168124,2522,"tags=26%, list=7%, signal=24%","ENSG00000137497/ENSG00000126001/ENSG00000213024/ENSG00000148019/ENSG00000101639/ENSG00000173588/ENSG00000087586/ENSG00000123473/ENSG00000166851/ENSG00000076382"
"GO:0001895","GO:0001895","retina homeostasis",53,0.688175107786232,1.67711247134855,0.00246812158714678,0.0213157882587297,0.0159196926992377,3165,"tags=30%, list=9%, signal=28%","ENSG00000198691/ENSG00000134376/ENSG00000139323/ENSG00000139988/ENSG00000172270/ENSG00000095397/ENSG00000150275/ENSG00000104237/ENSG00000116745/ENSG00000062038/ENSG00000109572/ENSG00000182372/ENSG00000152223/ENSG00000225830/ENSG00000164199/ENSG00000125124"
"GO:0002286","GO:0002286","T cell activation involved in immune response",113,0.584482909440375,1.56414266813905,0.00246910514844076,0.0213157882587297,0.0159196926992377,5145,"tags=30%, list=14%, signal=26%","ENSG00000120337/ENSG00000140030/ENSG00000168811/ENSG00000160223/ENSG00000090339/ENSG00000095970/ENSG00000136244/ENSG00000101665/ENSG00000079385/ENSG00000144802/ENSG00000110651/ENSG00000069667/ENSG00000110848/ENSG00000162711/ENSG00000104312/ENSG00000242574/ENSG00000137265/ENSG00000104856/ENSG00000137872/ENSG00000197919/ENSG00000165240/ENSG00000138378/ENSG00000160685/ENSG00000198018/ENSG00000150782/ENSG00000081985/ENSG00000105639/ENSG00000127951/ENSG00000117335/ENSG00000135046/ENSG00000163874/ENSG00000135077/ENSG00000184995/ENSG00000171223"
"GO:0006287","GO:0006287","base-excision repair, gap-filling",14,-0.855914738209299,-1.76578560168531,0.00248288341237807,0.0213833406871205,0.0159701442184598,2056,"tags=43%, list=6%, signal=40%","ENSG00000062822/ENSG00000132646/ENSG00000105486/ENSG00000177084/ENSG00000005156/ENSG00000168496"
"GO:0070373","GO:0070373","negative regulation of ERK1 and ERK2 cascade",75,0.636961657368817,1.61743778035303,0.00248397679756466,0.0213833406871205,0.0159701442184598,3428,"tags=27%, list=10%, signal=24%","ENSG00000139318/ENSG00000162772/ENSG00000153233/ENSG00000133878/ENSG00000254087/ENSG00000120875/ENSG00000145901/ENSG00000092421/ENSG00000124508/ENSG00000174928/ENSG00000188766/ENSG00000174343/ENSG00000081237/ENSG00000136158/ENSG00000198053/ENSG00000128342/ENSG00000108861/ENSG00000168939/ENSG00000133216/ENSG00000116285"
"GO:0001991","GO:0001991","regulation of systemic arterial blood pressure by circulatory renin-angiotensin",21,0.815127312442421,1.68219098221782,0.00251126451288316,0.0215876265278865,0.0161227150625837,1965,"tags=29%, list=5%, signal=27%","ENSG00000182220/ENSG00000163751/ENSG00000198829/ENSG00000265107/ENSG00000166507/ENSG00000167332"
"GO:0071346","GO:0071346","cellular response to type II interferon",93,0.616253341475474,1.6068180312106,0.00253291464588452,0.021742940574078,0.0162387113305721,2729,"tags=19%, list=8%, signal=18%","ENSG00000163347/ENSG00000108691/ENSG00000115415/ENSG00000027697/ENSG00000074966/ENSG00000159128/ENSG00000091972/ENSG00000271503/ENSG00000162654/ENSG00000196730/ENSG00000125347/ENSG00000078401/ENSG00000154451/ENSG00000116815/ENSG00000110169/ENSG00000198053/ENSG00000260314/ENSG00000164342"
"GO:0051282","GO:0051282","regulation of sequestering of calcium ion",120,0.575928654154957,1.5488374454052,0.00254596153775124,0.0218240686053846,0.016299301786436,5988,"tags=34%, list=17%, signal=29%","ENSG00000169248/ENSG00000072954/ENSG00000169245/ENSG00000198947/ENSG00000123104/ENSG00000254087/ENSG00000114805/ENSG00000150995/ENSG00000138685/ENSG00000090674/ENSG00000140939/ENSG00000198363/ENSG00000151320/ENSG00000081237/ENSG00000100739/ENSG00000072062/ENSG00000101188/ENSG00000126353/ENSG00000148834/ENSG00000171316/ENSG00000144935/ENSG00000143933/ENSG00000137841/ENSG00000095209/ENSG00000197386/ENSG00000092051/ENSG00000173578/ENSG00000184304/ENSG00000154096/ENSG00000185245/ENSG00000259207/ENSG00000130528/ENSG00000140992/ENSG00000142185/ENSG00000149295/ENSG00000171132/ENSG00000139780/ENSG00000088832/ENSG00000162430/ENSG00000154118/ENSG00000137077"
"GO:0097696","GO:0097696","cell surface receptor signaling pathway via STAT",135,0.562541441524433,1.53741027320111,0.00258303443955849,0.0221106290743025,0.0165133194220754,4980,"tags=27%, list=14%, signal=24%","ENSG00000120337/ENSG00000108691/ENSG00000115415/ENSG00000168811/ENSG00000027697/ENSG00000138798/ENSG00000116717/ENSG00000271503/ENSG00000136244/ENSG00000113494/ENSG00000101017/ENSG00000178568/ENSG00000198223/ENSG00000116678/ENSG00000081237/ENSG00000152127/ENSG00000128342/ENSG00000159346/ENSG00000225830/ENSG00000150281/ENSG00000133216/ENSG00000134470/ENSG00000108784/ENSG00000213625/ENSG00000138378/ENSG00000099985/ENSG00000142166/ENSG00000164400/ENSG00000122025/ENSG00000112964/ENSG00000150782/ENSG00000017427/ENSG00000109180/ENSG00000105639/ENSG00000164136/ENSG00000256660/ENSG00000138496"
"GO:0033120","GO:0033120","positive regulation of RNA splicing",40,-0.702247096241154,-1.71743396589687,0.00266163488526065,0.0227513550966858,0.0169918455388174,2271,"tags=25%, list=6%, signal=23%","ENSG00000125351/ENSG00000110713/ENSG00000204389/ENSG00000102317/ENSG00000136450/ENSG00000213516/ENSG00000054118/ENSG00000157540/ENSG00000136527/ENSG00000147274"
"GO:1901888","GO:1901888","regulation of cell junction assembly",266,0.490933098092685,1.43959502355886,0.00266716580927429,0.0227665672243118,0.0170032067136503,5046,"tags=23%, list=14%, signal=20%","ENSG00000102359/ENSG00000163347/ENSG00000158258/ENSG00000112139/ENSG00000115310/ENSG00000181754/ENSG00000125848/ENSG00000104863/ENSG00000027075/ENSG00000176697/ENSG00000064042/ENSG00000158769/ENSG00000076716/ENSG00000196220/ENSG00000126243/ENSG00000173114/ENSG00000090020/ENSG00000181790/ENSG00000124313/ENSG00000196358/ENSG00000189058/ENSG00000065320/ENSG00000121853/ENSG00000171603/ENSG00000072062/ENSG00000055163/ENSG00000115109/ENSG00000139182/ENSG00000095713/ENSG00000174482/ENSG00000175928/ENSG00000108861/ENSG00000169306/ENSG00000174469/ENSG00000111249/ENSG00000127603/ENSG00000133216/ENSG00000141668/ENSG00000172061/ENSG00000135333/ENSG00000169992/ENSG00000206561/ENSG00000148053/ENSG00000149177/ENSG00000164270/ENSG00000147955/ENSG00000158301/ENSG00000112679/ENSG00000135298/ENSG00000107864/ENSG00000185924/ENSG00000099904/ENSG00000196083/ENSG00000179915/ENSG00000185008/ENSG00000198728/ENSG00000154096/ENSG00000167971/ENSG00000144847/ENSG00000196396"
"GO:0051657","GO:0051657","maintenance of organelle location",11,-0.887180480403673,-1.7153577325517,0.00268210239358691,0.0228619093071333,0.0170744129313797,2139,"tags=36%, list=6%, signal=34%","ENSG00000113838/ENSG00000096717/ENSG00000066279/ENSG00000121957"
"GO:0034086","GO:0034086","maintenance of sister chromatid cohesion",13,-0.845631368875577,-1.71951482072294,0.00269312610897219,0.0228915719262636,0.0170965664532423,2392,"tags=38%, list=7%, signal=36%","ENSG00000133302/ENSG00000198887/ENSG00000119906/ENSG00000136982/ENSG00000169679"
"GO:0034088","GO:0034088","maintenance of mitotic sister chromatid cohesion",13,-0.845631368875577,-1.71951482072294,0.00269312610897219,0.0228915719262636,0.0170965664532423,2392,"tags=38%, list=7%, signal=36%","ENSG00000133302/ENSG00000198887/ENSG00000119906/ENSG00000136982/ENSG00000169679"
"GO:0000245","GO:0000245","spliceosomal complex assembly",88,-0.574396718004432,-1.59170543680202,0.00271420858588791,0.0230385061646905,0.0172063042632806,4819,"tags=25%, list=13%, signal=22%","ENSG00000110107/ENSG00000115524/ENSG00000005436/ENSG00000124193/ENSG00000198231/ENSG00000048740/ENSG00000240682/ENSG00000188529/ENSG00000144028/ENSG00000146963/ENSG00000061936/ENSG00000182004/ENSG00000167088/ENSG00000117569/ENSG00000139343/ENSG00000145833/ENSG00000092208/ENSG00000136450/ENSG00000189091/ENSG00000183431/ENSG00000164985/ENSG00000137656"
"GO:0009451","GO:0009451","RNA modification",166,-0.484042985083412,-1.49583510315402,0.00272129830615765,0.0230664237710486,0.0172271545226622,3239,"tags=15%, list=9%, signal=14%","ENSG00000259956/ENSG00000168806/ENSG00000189007/ENSG00000182004/ENSG00000167088/ENSG00000113272/ENSG00000115970/ENSG00000105865/ENSG00000137760/ENSG00000165118/ENSG00000135372/ENSG00000090861/ENSG00000197451/ENSG00000139343/ENSG00000101574/ENSG00000124701/ENSG00000107614/ENSG00000091127/ENSG00000197381/ENSG00000128383/ENSG00000135316/ENSG00000250305/ENSG00000179750/ENSG00000145996/ENSG00000105202"
"GO:0006516","GO:0006516","glycoprotein catabolic process",35,0.742847071817891,1.67368857890811,0.00274205044546227,0.0231899132269661,0.0173193826010209,3635,"tags=46%, list=10%, signal=41%","ENSG00000013288/ENSG00000010404/ENSG00000262406/ENSG00000116663/ENSG00000116661/ENSG00000049860/ENSG00000101439/ENSG00000181523/ENSG00000116406/ENSG00000127415/ENSG00000161243/ENSG00000132879/ENSG00000088298/ENSG00000135677/ENSG00000108784/ENSG00000109323"
"GO:0008037","GO:0008037","cell recognition",148,0.552383446376544,1.52230548265606,0.00274350925967403,0.0231899132269661,0.0173193826010209,5122,"tags=26%, list=14%, signal=23%","ENSG00000115310/ENSG00000181754/ENSG00000135218/ENSG00000125730/ENSG00000150337/ENSG00000085465/ENSG00000095970/ENSG00000091129/ENSG00000110203/ENSG00000129988/ENSG00000172270/ENSG00000110651/ENSG00000184374/ENSG00000181790/ENSG00000182197/ENSG00000010278/ENSG00000197140/ENSG00000145794/ENSG00000107099/ENSG00000126353/ENSG00000095713/ENSG00000073060/ENSG00000131126/ENSG00000174469/ENSG00000144619/ENSG00000133216/ENSG00000123838/ENSG00000172020/ENSG00000186452/ENSG00000146072/ENSG00000150637/ENSG00000204963/ENSG00000154133/ENSG00000156642/ENSG00000185008/ENSG00000118432/ENSG00000153266/ENSG00000086062/ENSG00000135077"
"GO:0031294","GO:0031294","lymphocyte costimulation",45,0.701935126871131,1.66996758158256,0.00277764611734789,0.0234458056831493,0.0175104958367616,3569,"tags=20%, list=10%, signal=18%","ENSG00000102524/ENSG00000272398/ENSG00000254087/ENSG00000178562/ENSG00000110651/ENSG00000090776/ENSG00000126353/ENSG00000197635/ENSG00000177885"
"GO:0071539","GO:0071539","protein localization to centrosome",38,-0.69935758071715,-1.69317853417446,0.00278437573599656,0.0234699671413377,0.0175285408175456,1246,"tags=24%, list=3%, signal=23%","ENSG00000126001/ENSG00000213024/ENSG00000148019/ENSG00000101639/ENSG00000173588/ENSG00000087586/ENSG00000123473/ENSG00000166851/ENSG00000076382"
"GO:0042491","GO:0042491","inner ear auditory receptor cell differentiation",45,0.701262207265047,1.66836664456694,0.00280800260500454,0.0236362937722227,0.0176527618324689,2187,"tags=20%, list=6%, signal=19%","ENSG00000165091/ENSG00000186367/ENSG00000138685/ENSG00000089847/ENSG00000101384/ENSG00000095397/ENSG00000242866/ENSG00000184916/ENSG00000115459"
"GO:1903035","GO:1903035","negative regulation of response to wounding",88,0.61609940132133,1.60651264120033,0.00281354929124475,0.0236501809536903,0.0176631334714971,5003,"tags=31%, list=14%, signal=26%","ENSG00000137033/ENSG00000135919/ENSG00000122861/ENSG00000138685/ENSG00000178726/ENSG00000173918/ENSG00000079385/ENSG00000078401/ENSG00000088926/ENSG00000154188/ENSG00000010278/ENSG00000106366/ENSG00000046604/ENSG00000003436/ENSG00000143418/ENSG00000197632/ENSG00000109072/ENSG00000104368/ENSG00000012232/ENSG00000182718/ENSG00000185924/ENSG00000111863/ENSG00000115718/ENSG00000100311/ENSG00000163737/ENSG00000164344/ENSG00000185245"
"GO:0006882","GO:0006882","intracellular zinc ion homeostasis",31,0.765996187421444,1.69541547803463,0.0028312475504704,0.0237299527372874,0.0177227110139986,5333,"tags=58%, list=15%, signal=49%","ENSG00000106688/ENSG00000123191/ENSG00000125148/ENSG00000125144/ENSG00000087250/ENSG00000170385/ENSG00000138821/ENSG00000159363/ENSG00000196950/ENSG00000205358/ENSG00000196660/ENSG00000029364/ENSG00000187193/ENSG00000104635/ENSG00000164756/ENSG00000165915/ENSG00000141424/ENSG00000162695"
"GO:0001523","GO:0001523","retinoid metabolic process",72,0.652544945071144,1.64202420223042,0.00283603590888146,0.0237299527372874,0.0177227110139986,2834,"tags=33%, list=8%, signal=31%","ENSG00000003137/ENSG00000198691/ENSG00000100612/ENSG00000162496/ENSG00000160870/ENSG00000118514/ENSG00000062282/ENSG00000167600/ENSG00000085662/ENSG00000121039/ENSG00000140465/ENSG00000197580/ENSG00000139988/ENSG00000042445/ENSG00000165092/ENSG00000123384/ENSG00000139547/ENSG00000175445/ENSG00000116745/ENSG00000240857/ENSG00000177666/ENSG00000187134/ENSG00000196139/ENSG00000198074"
"GO:0032944","GO:0032944","regulation of mononuclear cell proliferation",223,0.516279789084102,1.48154928939278,0.00283867946733739,0.0237299527372874,0.0177227110139986,2446,"tags=17%, list=7%, signal=16%","ENSG00000102524/ENSG00000105246/ENSG00000120337/ENSG00000125657/ENSG00000204592/ENSG00000168811/ENSG00000272398/ENSG00000162692/ENSG00000254087/ENSG00000160223/ENSG00000271503/ENSG00000124762/ENSG00000178562/ENSG00000125347/ENSG00000136244/ENSG00000147889/ENSG00000113494/ENSG00000101017/ENSG00000015475/ENSG00000110651/ENSG00000131203/ENSG00000131507/ENSG00000171867/ENSG00000124508/ENSG00000186265/ENSG00000158473/ENSG00000184371/ENSG00000090776/ENSG00000081237/ENSG00000196950/ENSG00000168918/ENSG00000006128/ENSG00000116833/ENSG00000163513/ENSG00000104312/ENSG00000115457/ENSG00000134242"
"GO:0032943","GO:0032943","mononuclear cell proliferation",279,0.492941207342024,1.45479853543032,0.00282770481699007,0.0237299527372874,0.0177227110139986,4407,"tags=22%, list=12%, signal=19%","ENSG00000102524/ENSG00000105246/ENSG00000112576/ENSG00000120337/ENSG00000125657/ENSG00000204592/ENSG00000168811/ENSG00000272398/ENSG00000162692/ENSG00000254087/ENSG00000160223/ENSG00000271503/ENSG00000124762/ENSG00000178562/ENSG00000125347/ENSG00000136244/ENSG00000147889/ENSG00000113494/ENSG00000101017/ENSG00000015475/ENSG00000144802/ENSG00000110651/ENSG00000131203/ENSG00000131507/ENSG00000171867/ENSG00000124508/ENSG00000186265/ENSG00000158473/ENSG00000184371/ENSG00000090776/ENSG00000081237/ENSG00000107099/ENSG00000162736/ENSG00000196950/ENSG00000168918/ENSG00000006128/ENSG00000116833/ENSG00000163513/ENSG00000104312/ENSG00000115457/ENSG00000134242/ENSG00000242574/ENSG00000206503/ENSG00000133216/ENSG00000177697/ENSG00000185129/ENSG00000105851/ENSG00000160685/ENSG00000154447/ENSG00000167815/ENSG00000122025/ENSG00000139636/ENSG00000204632/ENSG00000106400/ENSG00000150782/ENSG00000017427/ENSG00000012124/ENSG00000146072/ENSG00000103855/ENSG00000158092"
"GO:0002524","GO:0002524","hypersensitivity",14,0.851584907953291,1.64812444217518,0.00284895643714317,0.0237672495994692,0.0177505661689369,2128,"tags=36%, list=6%, signal=34%","ENSG00000204592/ENSG00000125730/ENSG00000150337/ENSG00000182197/ENSG00000126353"
"GO:0008277","GO:0008277","regulation of G protein-coupled receptor signaling pathway",151,0.557827107093464,1.54413782585915,0.00285097342369642,0.0237672495994692,0.0177505661689369,5957,"tags=31%, list=17%, signal=26%","ENSG00000105290/ENSG00000122733/ENSG00000125730/ENSG00000271503/ENSG00000150681/ENSG00000095970/ENSG00000169429/ENSG00000110680/ENSG00000168959/ENSG00000127074/ENSG00000125388/ENSG00000014257/ENSG00000183775/ENSG00000078401/ENSG00000163686/ENSG00000136878/ENSG00000103942/ENSG00000121853/ENSG00000106366/ENSG00000148926/ENSG00000151025/ENSG00000102858/ENSG00000138835/ENSG00000135324/ENSG00000115956/ENSG00000182732/ENSG00000188906/ENSG00000143919/ENSG00000183783/ENSG00000104635/ENSG00000114353/ENSG00000143333/ENSG00000070601/ENSG00000186642/ENSG00000140090/ENSG00000107831/ENSG00000179915/ENSG00000153786/ENSG00000259207/ENSG00000168243/ENSG00000105976/ENSG00000142192/ENSG00000149295/ENSG00000145147/ENSG00000116703/ENSG00000076344/ENSG00000058668"
"GO:0050714","GO:0050714","positive regulation of protein secretion",141,0.552582267260574,1.5214351586012,0.00286356977166562,0.0238395129550599,0.0178045360433069,4874,"tags=25%, list=14%, signal=22%","ENSG00000092969/ENSG00000064115/ENSG00000185345/ENSG00000119714/ENSG00000116729/ENSG00000172375/ENSG00000147642/ENSG00000150995/ENSG00000143158/ENSG00000150630/ENSG00000095970/ENSG00000153162/ENSG00000101605/ENSG00000272636/ENSG00000172270/ENSG00000159363/ENSG00000170348/ENSG00000112293/ENSG00000167332/ENSG00000072062/ENSG00000012504/ENSG00000006118/ENSG00000182782/ENSG00000147571/ENSG00000276045/ENSG00000183044/ENSG00000104783/ENSG00000169992/ENSG00000148677/ENSG00000017427/ENSG00000164756/ENSG00000160179/ENSG00000104321/ENSG00000110048/ENSG00000130529"
"GO:0043501","GO:0043501","skeletal muscle adaptation",18,0.830656652125325,1.66444689464231,0.00287610589330875,0.0239110776253299,0.0178579841046683,2727,"tags=33%, list=8%, signal=31%","ENSG00000172399/ENSG00000158022/ENSG00000058404/ENSG00000003402/ENSG00000100628/ENSG00000148660"
"GO:0002830","GO:0002830","positive regulation of type 2 immune response",16,0.855782925672078,1.67762105998809,0.00288227718743167,0.0239296036258862,0.0178718202449144,2133,"tags=38%, list=6%, signal=35%","ENSG00000137033/ENSG00000134321/ENSG00000136244/ENSG00000110651/ENSG00000131203/ENSG00000162711"
"GO:0044837","GO:0044837","actomyosin contractile ring organization",10,-0.892559897223297,-1.68305732997235,0.00288683919877695,0.023934736471827,0.0178756537099994,189,"tags=40%, list=1%, signal=40%","ENSG00000114346/ENSG00000161800/ENSG00000183856/ENSG00000011426"
"GO:0050953","GO:0050953","sensory perception of light stimulus",183,0.533828093113619,1.50223749569737,0.00289678109386184,0.0239843989886051,0.0179127441518907,5389,"tags=25%, list=15%, signal=21%","ENSG00000198691/ENSG00000112599/ENSG00000162496/ENSG00000109738/ENSG00000134376/ENSG00000124818/ENSG00000188107/ENSG00000109501/ENSG00000144290/ENSG00000121039/ENSG00000139988/ENSG00000131480/ENSG00000079841/ENSG00000095397/ENSG00000134160/ENSG00000115255/ENSG00000150275/ENSG00000071909/ENSG00000104237/ENSG00000116745/ENSG00000062038/ENSG00000099204/ENSG00000182389/ENSG00000100949/ENSG00000182372/ENSG00000164199/ENSG00000125124/ENSG00000214415/ENSG00000081148/ENSG00000144191/ENSG00000109103/ENSG00000143333/ENSG00000187242/ENSG00000112706/ENSG00000118217/ENSG00000124479/ENSG00000164175/ENSG00000115380/ENSG00000158158/ENSG00000156171/ENSG00000139219/ENSG00000179603/ENSG00000183423/ENSG00000116016/ENSG00000166569/ENSG00000172037"
"GO:0003351","GO:0003351","epithelial cilium movement involved in extracellular fluid movement",49,0.688980589170946,1.65018333786756,0.00293149892762938,0.0242387833675514,0.0181027310804132,7120,"tags=49%, list=20%, signal=39%","ENSG00000143199/ENSG00000163491/ENSG00000172361/ENSG00000188596/ENSG00000141519/ENSG00000166171/ENSG00000112981/ENSG00000141013/ENSG00000167646/ENSG00000145491/ENSG00000123977/ENSG00000163075/ENSG00000129295/ENSG00000111834/ENSG00000205835/ENSG00000109944/ENSG00000157856/ENSG00000047578/ENSG00000165115/ENSG00000154099/ENSG00000154040/ENSG00000197748/ENSG00000198003/ENSG00000084090"
"GO:0002443","GO:0002443","leukocyte mediated immunity",352,0.471676164502937,1.41907173572236,0.00293893426726579,0.0242672000925661,0.0181239541064755,5591,"tags=27%, list=16%, signal=23%","ENSG00000204592/ENSG00000153029/ENSG00000134321/ENSG00000143217/ENSG00000204525/ENSG00000168811/ENSG00000125730/ENSG00000123496/ENSG00000271605/ENSG00000150337/ENSG00000124875/ENSG00000254087/ENSG00000204936/ENSG00000112936/ENSG00000131015/ENSG00000155918/ENSG00000113600/ENSG00000134539/ENSG00000090339/ENSG00000178562/ENSG00000204520/ENSG00000073008/ENSG00000095970/ENSG00000136244/ENSG00000101665/ENSG00000079385/ENSG00000101017/ENSG00000101384/ENSG00000144802/ENSG00000130303/ENSG00000234745/ENSG00000110651/ENSG00000203722/ENSG00000131507/ENSG00000166507/ENSG00000204267/ENSG00000158473/ENSG00000124731/ENSG00000166710/ENSG00000130202/ENSG00000081237/ENSG00000168918/ENSG00000162711/ENSG00000176919/ENSG00000110169/ENSG00000185896/ENSG00000114383/ENSG00000111981/ENSG00000107201/ENSG00000211895/ENSG00000169896/ENSG00000134545/ENSG00000197540/ENSG00000220205/ENSG00000164342/ENSG00000010704/ENSG00000086730/ENSG00000206503/ENSG00000174405/ENSG00000026751/ENSG00000123838/ENSG00000039537/ENSG00000177885/ENSG00000126264/ENSG00000105851/ENSG00000145882/ENSG00000139370/ENSG00000255587/ENSG00000211890/ENSG00000112679/ENSG00000204632/ENSG00000150782/ENSG00000116266/ENSG00000015285/ENSG00000105639/ENSG00000150637/ENSG00000131378/ENSG00000185507/ENSG00000117335/ENSG00000170027/ENSG00000130529/ENSG00000143669/ENSG00000256660/ENSG00000165646/ENSG00000135077/ENSG00000000938/ENSG00000160862/ENSG00000175505/ENSG00000165025/ENSG00000140992/ENSG00000076944/ENSG00000143226/ENSG00000092929/ENSG00000102882"
"GO:0001833","GO:0001833","inner cell mass cell proliferation",15,-0.830011840293887,-1.73084291040985,0.00295244918056734,0.0243456713000859,0.0181825603139631,1306,"tags=33%, list=4%, signal=32%","ENSG00000147536/ENSG00000101003/ENSG00000149554/ENSG00000146918/ENSG00000139618"
"GO:0007173","GO:0007173","epidermal growth factor receptor signaling pathway",120,0.572258559233205,1.53896750682514,0.00296849446558925,0.0244447665015755,0.0182565695477074,3859,"tags=24%, list=11%, signal=22%","ENSG00000126709/ENSG00000163235/ENSG00000184160/ENSG00000122861/ENSG00000138798/ENSG00000169129/ENSG00000079385/ENSG00000160691/ENSG00000178568/ENSG00000164615/ENSG00000168374/ENSG00000148082/ENSG00000182585/ENSG00000136158/ENSG00000196660/ENSG00000108861/ENSG00000113070/ENSG00000162896/ENSG00000013588/ENSG00000169891/ENSG00000159899/ENSG00000007384/ENSG00000116285/ENSG00000006451/ENSG00000177885/ENSG00000150594/ENSG00000129667/ENSG00000149177/ENSG00000169604"
"GO:2000379","GO:2000379","positive regulation of reactive oxygen species metabolic process",64,0.66432726577022,1.64950888958806,0.00299858878931986,0.0245924802194355,0.0183668895118227,3648,"tags=25%, list=10%, signal=22%","ENSG00000143199/ENSG00000026103/ENSG00000135218/ENSG00000204936/ENSG00000116717/ENSG00000124762/ENSG00000181790/ENSG00000163513/ENSG00000198053/ENSG00000169896/ENSG00000181852/ENSG00000109572/ENSG00000187134/ENSG00000196139/ENSG00000177885/ENSG00000114353"
"GO:0002562","GO:0002562","somatic diversification of immune receptors via germline recombination within a single locus",68,-0.601085208322243,-1.60694260673385,0.0029949034171566,0.0245924802194355,0.0183668895118227,2270,"tags=25%, list=6%, signal=23%","ENSG00000187736/ENSG00000145041/ENSG00000080345/ENSG00000171984/ENSG00000122783/ENSG00000152457/ENSG00000095002/ENSG00000189403/ENSG00000162929/ENSG00000116062/ENSG00000253729/ENSG00000109685/ENSG00000163961/ENSG00000164104/ENSG00000157212/ENSG00000176208/ENSG00000174371"
"GO:0016444","GO:0016444","somatic cell DNA recombination",68,-0.601085208322243,-1.60694260673385,0.0029949034171566,0.0245924802194355,0.0183668895118227,2270,"tags=25%, list=6%, signal=23%","ENSG00000187736/ENSG00000145041/ENSG00000080345/ENSG00000171984/ENSG00000122783/ENSG00000152457/ENSG00000095002/ENSG00000189403/ENSG00000162929/ENSG00000116062/ENSG00000253729/ENSG00000109685/ENSG00000163961/ENSG00000164104/ENSG00000157212/ENSG00000176208/ENSG00000174371"
"GO:0097401","GO:0097401","synaptic vesicle lumen acidification",17,0.841612978883601,1.66889187615005,0.00301076998791102,0.0246590594556437,0.0184166142026349,4766,"tags=71%, list=13%, signal=61%","ENSG00000182220/ENSG00000105929/ENSG00000071553/ENSG00000033627/ENSG00000136888/ENSG00000128524/ENSG00000114573/ENSG00000109572/ENSG00000185883/ENSG00000100554/ENSG00000131100/ENSG00000147416"
"GO:0072683","GO:0072683","T cell extravasation",13,0.869363239453637,1.65729688089386,0.00301495141370314,0.0246600271290625,0.018417336909357,3154,"tags=38%, list=9%, signal=35%","ENSG00000108691/ENSG00000090339/ENSG00000158769/ENSG00000124343/ENSG00000102181"
"GO:0002027","GO:0002027","regulation of heart rate",99,0.608630719240507,1.60795617962104,0.0030380685546265,0.0248156636043448,0.018533573983455,5748,"tags=32%, list=16%, signal=27%","ENSG00000198947/ENSG00000106688/ENSG00000173826/ENSG00000134548/ENSG00000171385/ENSG00000135679/ENSG00000057294/ENSG00000177098/ENSG00000078401/ENSG00000265107/ENSG00000006283/ENSG00000183230/ENSG00000148926/ENSG00000153956/ENSG00000072062/ENSG00000046604/ENSG00000006128/ENSG00000198929/ENSG00000143933/ENSG00000112276/ENSG00000166257/ENSG00000116783/ENSG00000131979/ENSG00000121577/ENSG00000130529/ENSG00000183153/ENSG00000196396/ENSG00000130528/ENSG00000166148/ENSG00000116016/ENSG00000152642/ENSG00000149295"
"GO:0002922","GO:0002922","positive regulation of humoral immune response",13,0.869183919761336,1.65695503763059,0.00304863767317562,0.0248685242452995,0.0185730529438232,2164,"tags=38%, list=6%, signal=36%","ENSG00000125730/ENSG00000095970/ENSG00000081237/ENSG00000126353/ENSG00000110169"
"GO:0019884","GO:0019884","antigen processing and presentation of exogenous antigen",41,0.725271068984469,1.68946281349097,0.00306094008310739,0.0249353629052064,0.018622971385179,3073,"tags=34%, list=9%, signal=31%","ENSG00000204592/ENSG00000153029/ENSG00000150337/ENSG00000174080/ENSG00000117984/ENSG00000100600/ENSG00000163131/ENSG00000204267/ENSG00000158473/ENSG00000166710/ENSG00000241106/ENSG00000242574/ENSG00000113441/ENSG00000206503"
"GO:2000045","GO:2000045","regulation of G1/S transition of mitotic cell cycle",154,-0.503707718165893,-1.53749919005439,0.0030711244901544,0.0249847915961757,0.0186598871943063,2920,"tags=23%, list=8%, signal=21%","ENSG00000110987/ENSG00000197256/ENSG00000175215/ENSG00000158290/ENSG00000144579/ENSG00000136518/ENSG00000073584/ENSG00000189079/ENSG00000128908/ENSG00000144677/ENSG00000123374/ENSG00000166483/ENSG00000207779/ENSG00000163939/ENSG00000066117/ENSG00000151849/ENSG00000049618/ENSG00000099956/ENSG00000156876/ENSG00000111276/ENSG00000175305/ENSG00000168411/ENSG00000167325/ENSG00000253729/ENSG00000077684/ENSG00000172167/ENSG00000080839/ENSG00000123473/ENSG00000171791/ENSG00000123080/ENSG00000118193/ENSG00000171848/ENSG00000094804/ENSG00000172716/ENSG00000106462"
